1.0 0.10757006208101909
2.0 0.09786769064764182
3.0 0.07477145704130332
4.0 0.053553130477666855
5.0 0.058367653439442314
6.0 0.08065207054217656
7.0 0.10812545691927274
8.0 0.16976928462584814
9.0 0.2443945532043775
10.0 0.3628142873446147
11.0 0.46863169471422833
12.0 0.5636185805002848
13.0 0.5891738831996918
14.0 0.5456488877534866
15.0 0.5173830439647039
16.0 0.4620374838511149
17.0 0.4633923222621282
18.0 0.3841945876677831
19.0 0.36767110228538513
20.0 0.33935896555582684
21.0 0.3354666779438655
22.0 0.36237169802188873
23.0 0.3622971922159195
24.0 0.3744804362456004
25.0 0.38487508893013
26.0 0.3657669673363368
27.0 0.3425922741492589
28.0 0.3539186318715413
29.0 0.3380624254544576
30.0 0.33961960424979526
31.0 0.3222394486268361
32.0 0.28820496300856274
33.0 0.3242798646291097
34.0 0.3766103982925415
35.0 0.4982464164495468
36.0 0.8398590683937073
37.0 1.0642528583606083
38.0 0.9304986049731573
39.0 0.6036206086476644
40.0 0.3083510200182597
41.0 0.1705100325246652
42.0 0.11645754178365071
43.0 0.10458962743481
44.0 0.09606566776831944
45.0 0.10638577491044998
46.0 0.10561718915899594
47.0 0.12590311095118523
48.0 0.1277134915192922
49.0 0.13616436595718065
50.0 0.13132217153906822
51.0 0.13202070196469626
52.0 0.11798952768246333
53.0 0.11170339398086071
54.0 0.09694612585008144
55.0 0.07923595855633418
56.0 0.06558469807108243
57.0 0.05084094280997912
58.0 0.041635081792871155
59.0 0.038692918295661606
60.0 0.039808534706632294
61.0 0.032805489065746464
