wavelength_100s,snr_100s,wavelength_1000s,snr_1000s
1.497000000000000000e+03,9.409912967098552627e+00,1.497000000000000000e+03,2.975675755998449645e+01
1.499000000000000000e+03,9.960646997897510957e+00,1.499000000000000000e+03,3.149833148227453705e+01
1.501000000000000000e+03,9.697032853531272423e+00,1.501000000000000000e+03,3.066471036264077199e+01
1.503000000000000000e+03,9.813411622879746332e+00,1.503000000000000000e+03,3.103273234506934131e+01
1.505000000000000000e+03,1.388864981652928599e+01,1.505000000000000000e+03,4.391976704471221638e+01
1.507000000000000000e+03,9.196696834646497010e+00,1.507000000000000000e+03,2.908250894754386806e+01
1.509000000000000000e+03,9.714122118163482256e+00,1.509000000000000000e+03,3.071875136241591164e+01
1.511000000000000000e+03,9.166503157460068607e+00,1.511000000000000000e+03,2.898702815669888366e+01
1.513000000000000000e+03,9.128799956566206575e+00,1.513000000000000000e+03,2.886780016679538363e+01
1.515000000000000000e+03,9.734579768037086467e+00,1.515000000000000000e+03,3.078344413159075899e+01
1.517000000000000000e+03,1.305812840226541383e+01,1.517000000000000000e+03,4.129342773009413747e+01
1.519000000000000000e+03,8.658700846029049103e+00,1.519000000000000000e+03,2.738121625147870830e+01
1.521000000000000000e+03,9.140001620297029561e+00,1.521000000000000000e+03,2.890322293776808138e+01
1.523000000000000000e+03,9.395581089142455156e+00,1.523000000000000000e+03,2.971143618249567453e+01
1.525000000000000000e+03,9.451341351221394405e+00,1.525000000000000000e+03,2.988776561359303940e+01
1.527000000000000000e+03,1.317958496269329238e+01,1.527000000000000000e+03,4.167750709781610396e+01
1.529000000000000000e+03,8.525560058081724790e+00,1.529000000000000000e+03,2.696018811209566834e+01
1.531000000000000000e+03,8.877822983002472412e+00,1.531000000000000000e+03,2.807414129007812065e+01
1.533000000000000000e+03,9.024488236345487024e+00,1.533000000000000000e+03,2.853793754424767215e+01
1.535000000000000000e+03,8.914249457953111744e+00,1.535000000000000000e+03,2.818933191805320959e+01
1.537000000000000000e+03,1.326720957174040016e+01,1.537000000000000000e+03,4.195460044148676104e+01
1.539000000000000000e+03,8.575698884841013836e+00,1.539000000000000000e+03,2.711874100386362230e+01
1.541000000000000000e+03,8.891444744831705549e+00,1.541000000000000000e+03,2.811721708320283852e+01
1.543000000000000000e+03,9.211902876411135921e+00,1.543000000000000000e+03,2.913059467371576972e+01
1.545000000000000000e+03,9.112534735918195850e+00,1.545000000000000000e+03,2.881636502290246682e+01
1.547000000000000000e+03,1.298216407551515061e+01,1.547000000000000000e+03,4.105320743664204031e+01
1.549000000000000000e+03,9.477815635081610068e+00,1.549000000000000000e+03,2.997148465001315287e+01
1.551000000000000000e+03,9.154935158635868930e+00,1.551000000000000000e+03,2.895044693244426171e+01
1.553000000000000000e+03,8.104879836868002840e+00,1.553000000000000000e+03,2.562988044647681818e+01
1.555000000000000000e+03,8.989291276442704870e+00,1.555000000000000000e+03,2.842663498424125379e+01
1.557000000000000000e+03,1.268498345383867409e+01,1.557000000000000000e+03,4.011343979567957518e+01
1.559000000000000000e+03,8.871543439120401331e+00,1.559000000000000000e+03,2.805428362874379644e+01
1.561000000000000000e+03,8.477454338138311840e+00,1.561000000000000000e+03,2.680806446859228842e+01
1.563000000000000000e+03,8.564775790026265767e+00,1.563000000000000000e+03,2.708419914515103954e+01
1.565000000000000000e+03,9.097163099759137950e+00,1.565000000000000000e+03,2.876775564127644103e+01
1.567000000000000000e+03,1.193258583446807108e+01,1.567000000000000000e+03,3.773414961238003684e+01
1.569000000000000000e+03,7.919082401225199241e+00,1.569000000000000000e+03,2.504233736642701302e+01
1.571000000000000000e+03,7.985454727863197988e+00,1.571000000000000000e+03,2.525222509220775535e+01
1.573000000000000000e+03,8.493570260666919225e+00,1.573000000000000000e+03,2.685902749037751036e+01
1.575000000000000000e+03,8.213931452195726735e+00,1.575000000000000000e+03,2.597473193343296316e+01
1.577000000000000000e+03,8.368950788137176744e+00,1.577000000000000000e+03,2.646494611637474392e+01
1.579000000000000000e+03,1.154762296640610764e+01,1.579000000000000000e+03,3.651679013471334656e+01
1.581000000000000000e+03,8.210254577431303602e+00,1.581000000000000000e+03,2.596310463450618755e+01
1.583000000000000000e+03,8.071546650345146290e+00,1.583000000000000000e+03,2.552447165539336638e+01
1.585000000000000000e+03,8.378409882570913680e+00,1.585000000000000000e+03,2.649485839938796872e+01
1.587000000000000000e+03,7.849096681930292085e+00,1.587000000000000000e+03,2.482102308976991267e+01
1.589000000000000000e+03,1.159245484003713145e+01,1.589000000000000000e+03,3.665856096716021995e+01
1.591000000000000000e+03,8.287610352893020504e+00,1.591000000000000000e+03,2.620772507513377292e+01
1.593000000000000000e+03,8.662954054264474735e+00,1.593000000000000000e+03,2.739466607686564004e+01
1.595000000000000000e+03,7.789506770612504738e+00,1.595000000000000000e+03,2.463258324443825842e+01
1.597000000000000000e+03,8.266774229912188687e+00,1.597000000000000000e+03,2.614183546890696519e+01
1.599000000000000000e+03,1.118242505374031381e+01,1.599000000000000000e+03,3.536193293395017889e+01
1.601000000000000000e+03,7.940181877521806264e+00,1.601000000000000000e+03,2.510905976896102487e+01
1.603000000000000000e+03,7.633753281924803957e+00,1.603000000000000000e+03,2.414004746666785550e+01
1.605000000000000000e+03,7.340309243021120977e+00,1.605000000000000000e+03,2.321209593793316017e+01
1.607000000000000000e+03,7.500445333082722321e+00,1.607000000000000000e+03,2.371849071812167153e+01
1.609000000000000000e+03,1.060244398373179742e+01,1.609000000000000000e+03,3.352787175294169941e+01
1.611000000000000000e+03,7.462128331737250875e+00,1.611000000000000000e+03,2.359732172076224899e+01
1.613000000000000000e+03,7.694188526337700118e+00,1.613000000000000000e+03,2.433116048996156877e+01
1.615000000000000000e+03,7.184554991763014264e+00,1.615000000000000000e+03,2.271955774870339795e+01
